longitude,latitude,potential
-122.093761,37.384820,2.28500197e+03
-121.898989,37.385244,2.90706616e+03
-122.024454,37.385269,2.91394397e+03
-121.871160,37.386632,2.81540049e+03
-122.073661,37.386642,2.09740004e+03
-122.043527,37.387008,2.20669902e+03
-121.893627,37.387531,3.35542680e+03
-121.947238,37.388619,2.23855052e+03
-122.081136,37.390327,2.38830867e+03
-121.853826,37.390791,2.23691198e+03
-122.007750,37.391054,2.41279641e+03
-122.107889,37.391779,2.17294832e+03
-122.020958,37.392159,2.56641507e+03
-121.864464,37.393253,3.18795793e+03
-122.062262,37.393307,2.11677721e+03
-122.119926,37.393441,2.00900221e+03
-122.090144,37.395194,2.45874693e+03
-122.001666,37.395952,3.11547049e+03
-121.991284,37.396128,2.26639208e+03
-121.949808,37.397437,2.63556481e+03
-122.096743,37.398089,2.56794281e+03
-121.881053,37.398670,2.77313090e+03
-121.960105,37.400105,1.95227570e+03
-122.074484,37.400272,1.82427247e+03
-121.923796,37.400549,2.19449427e+03
-122.017999,37.401070,1.87710018e+03
-122.103922,37.401435,2.72210850e+03
-121.855152,37.401653,2.36717902e+03
-122.063191,37.402341,1.77434096e+03
-122.003950,37.402956,2.28973392e+03
-121.871277,37.403313,2.56255995e+03
-121.837871,37.403469,1.65746596e+03
-122.083883,37.404370,1.95013187e+03
-122.092192,37.406296,2.43911446e+03
-122.113695,37.407155,2.12305115e+03
-121.938480,37.407207,2.22197930e+03
-122.060592,37.408053,1.55975628e+03
-122.263885,37.408649,5.06542519e+02
-122.143622,37.408671,1.21314468e+03
-121.878998,37.408710,2.44780237e+03
-121.859586,37.409408,2.26342444e+03
-122.100073,37.409778,1.99443614e+03
-122.129717,37.409949,1.85099083e+03
-121.906410,37.410063,2.14092565e+03
-122.092063,37.414160,1.78315758e+03
-122.110985,37.414437,1.89510173e+03
-121.954704,37.415473,1.83753203e+03
-122.072360,37.416041,1.39964873e+03
-122.126316,37.416142,1.68331818e+03
-121.864889,37.416494,1.94825898e+03
-121.903605,37.419590,2.34580627e+03
-122.120463,37.420525,1.56245761e+03
-121.876776,37.421195,2.28996956e+03
-122.153271,37.422207,1.44001373e+03
-122.175885,37.423753,1.04620163e+03
-122.204626,37.424316,8.47976587e+02
-122.159762,37.424989,1.19403268e+03
-121.869256,37.425831,2.00751667e+03
-122.109929,37.426513,1.37149730e+03
-122.129656,37.427392,1.47921046e+03
-121.970397,37.427540,1.35869751e+03
-121.880948,37.431385,2.02379010e+03
-122.202576,37.431930,1.21457995e+03
-121.855566,37.433009,1.22540402e+03
-121.871107,37.433589,1.76005063e+03
-122.143461,37.435559,1.39385882e+03
-121.913083,37.435778,1.58461418e+03
-122.193047,37.436605,1.08770350e+03
-122.180437,37.437002,1.31503913e+03
-122.122268,37.437556,1.34519525e+03
-121.904322,37.438181,1.74902542e+03
-121.880442,37.439486,1.67716391e+03
-121.897599,37.441437,1.73598376e+03
-122.252766,37.442710,8.19131697e+02
-122.187719,37.443646,1.40143062e+03
-122.153907,37.443896,1.59224506e+03
-122.132701,37.446044,1.35605311e+03
-122.182630,37.448722,1.45159723e+03
-122.161963,37.448829,1.33111731e+03
-122.209832,37.449581,1.12124084e+03
-121.886937,37.449727,1.41557279e+03
-122.423315,37.449756,2.84305065e+02
-122.147617,37.450949,1.49056524e+03
-121.901246,37.451060,1.40263749e+03
-121.915495,37.452002,1.23804921e+03
-122.224729,37.453968,1.02451047e+03
-122.179367,37.455740,1.34340308e+03
-122.234616,37.456333,1.31747124e+03
-121.906536,37.458748,1.31337801e+03
-122.250814,37.458799,1.05451856e+03
-122.142442,37.458985,1.25986683e+03
-122.160922,37.461807,1.17890106e+03
-122.131101,37.463289,1.07763904e+03
-122.267100,37.465536,7.61396414e+02
-122.232753,37.465916,1.24241370e+03
-122.187077,37.467544,1.33169794e+03
-122.146690,37.468861,1.07805164e+03
-122.219478,37.469410,1.20527571e+03
-122.225930,37.470447,1.46011563e+03
-121.913353,37.470574,1.23620308e+03
-122.251526,37.471558,9.80251453e+02
-122.209529,37.471937,1.50881644e+03
-122.198045,37.474352,1.33939229e+03
-122.170285,37.475100,1.25414735e+03
-122.159064,37.475837,9.18163705e+02
-122.138236,37.476059,9.10606676e+02
-122.231250,37.477060,1.38179143e+03
-122.437370,37.477074,3.62651276e+02
-122.203652,37.479029,1.34831208e+03
-122.247617,37.479281,1.36763347e+03
-122.225059,37.479896,1.47148781e+03
-121.920129,37.482374,9.53230297e+02
-122.191566,37.482936,1.16290505e+03
-122.274620,37.483676,9.73796825e+02
-122.217973,37.484004,1.30767028e+03
-122.241614,37.485155,1.25681276e+03
-122.230432,37.486426,1.09952381e+03
-121.906011,37.488161,9.86221900e+02
-121.924551,37.489265,9.09127359e+02
-122.274377,37.489440,1.47872261e+03
-122.252137,37.490629,1.14887485e+03
-122.204141,37.491244,8.76623657e+02
-122.237682,37.492574,9.02067168e+02
-122.262306,37.493965,1.20817260e+03
-122.281087,37.495413,1.51253987e+03
-122.256964,37.498980,1.18749997e+03
-122.277116,37.504235,1.26598826e+03
-122.469139,37.505925,3.42279220e+02
-122.265835,37.506912,1.19832756e+03
-122.303273,37.507242,7.19749440e+02
-121.927245,37.507335,1.21268722e+03
-122.259780,37.511242,1.20468311e+03
-122.279763,37.513048,1.09805610e+03
-121.912551,37.515288,1.05950452e+03
-121.960506,37.516438,1.12421245e+03
-122.308600,37.517028,9.07880919e+02
-121.973914,37.518372,9.75203358e+02
-121.998672,37.518819,8.84794615e+02
-121.951827,37.519068,1.33192332e+03
-121.999414,37.520638,1.11377012e+03
-122.289324,37.521286,9.39020490e+02
-122.345791,37.521374,6.80874262e+02
-121.930044,37.521722,1.33644258e+03
-122.276444,37.526198,1.17438385e+03
-122.045271,37.526727,9.07189017e+02
-122.325402,37.526950,1.00008844e+03
-122.336675,37.527067,1.07625989e+03
-122.304004,37.527235,1.20667388e+03
-121.960033,37.528089,1.20967056e+03
-121.991923,37.528541,1.09002831e+03
-122.015382,37.528970,1.06076303e+03
-122.507326,37.530867,3.24170398e+02
-122.251647,37.531721,1.03442884e+03
-122.282612,37.531750,1.07041607e+03
-121.925766,37.531756,1.09049155e+03
-121.974035,37.531986,1.27539746e+03
-122.297706,37.533034,1.17897887e+03
-122.028417,37.534093,1.13787135e+03
-122.311487,37.534888,1.13819852e+03
-122.053685,37.535940,1.29165579e+03
-121.961412,37.536124,1.49560030e+03
-122.035195,37.536305,1.29503724e+03
-122.007806,37.537368,1.20060921e+03
-122.288888,37.537388,1.49713844e+03
-121.986796,37.537437,1.44949921e+03
-121.942076,37.537527,1.16743834e+03
-122.264555,37.538473,1.32362745e+03
-122.239813,37.539956,8.19555840e+02
-121.978293,37.540775,1.62301823e+03
-122.271945,37.540924,1.39257624e+03
-122.322682,37.540951,1.21700717e+03
-122.045557,37.542016,1.50159666e+03
-121.968864,37.542458,1.50279753e+03
-121.997370,37.543725,1.27113326e+03
-122.310923,37.543976,1.18705584e+03
-121.976145,37.544784,1.73107982e+03
-122.283920,37.545515,1.27162442e+03
-121.950169,37.547219,1.50275046e+03
-122.297333,37.548354,1.24515036e+03
-122.267105,37.548633,1.30971245e+03
-122.347644,37.549422,9.65234292e+02
-122.004837,37.549808,1.43243128e+03
-122.034730,37.550387,1.58008970e+03
-122.258045,37.551746,1.03237673e+03
-121.988007,37.552176,1.48497136e+03
-122.273107,37.553327,1.25742599e+03
-122.011264,37.553768,1.26124527e+03
-122.329500,37.553914,1.46686823e+03
-122.316948,37.554069,1.17653682e+03
-121.944510,37.556646,1.00751841e+03
-121.969466,37.556906,1.33019895e+03
-122.252237,37.557349,8.69600666e+02
-122.021650,37.557474,1.62022455e+03
-121.992580,37.559156,1.31554247e+03
-122.307892,37.559410,1.21588393e+03
-122.262777,37.560466,1.01103312e+03
-122.286857,37.560889,1.04181716e+03
-122.295274,37.560983,1.26802356e+03
-122.326103,37.561789,1.24787618e+03
-122.054408,37.562519,2.05138485e+03
-122.029849,37.563324,1.87635159e+03
-121.972960,37.564127,1.33672264e+03
-122.046985,37.564604,1.84191415e+03
-122.368464,37.564953,7.97290477e+02
-122.302484,37.564980,1.41609948e+03
-122.319363,37.565573,1.14226632e+03
-122.258920,37.567175,9.11715116e+02
-122.344615,37.568561,1.18151202e+03
-122.004813,37.569161,1.20436756e+03
-122.019216,37.569256,1.44350695e+03
-122.305747,37.570766,1.02830883e+03
-122.333719,37.571984,1.18418954e+03
-122.051936,37.572116,2.02193973e+03
-122.321957,37.572405,1.19744548e+03
-122.067647,37.573427,1.75239100e+03
-122.037398,37.573508,1.63727129e+03
-122.074549,37.577352,1.59276209e+03
-122.349472,37.577373,1.02775020e+03
-121.968635,37.577586,1.01299006e+03
-122.317305,37.578295,9.06086384e+02
-121.991678,37.579125,1.08772089e+03
-122.331173,37.579130,1.26363445e+03
-122.362092,37.582075,1.00607522e+03
-122.040375,37.582266,1.92993573e+03
-122.018969,37.582281,1.45145417e+03
-122.083299,37.583797,1.25961186e+03
-122.376443,37.583941,8.38664974e+02
-122.389184,37.584053,9.13390046e+02
-122.345221,37.584225,9.13181112e+02
-122.057448,37.584831,1.95162142e+03
-122.068313,37.584964,2.03546247e+03
-122.077232,37.587489,1.65296556e+03
-122.369252,37.587778,1.04035559e+03
-122.487087,37.588270,8.07732697e+02
-122.398560,37.588770,1.18333295e+03
-122.027690,37.589678,1.39211289e+03
-122.012223,37.590663,1.19652378e+03
-122.048874,37.591379,1.67468975e+03
-122.468943,37.591802,8.18858927e+02
-122.500344,37.592216,8.12754245e+02
-122.065065,37.593398,1.53210300e+03
-122.406614,37.593849,1.12318799e+03
-122.078574,37.594544,1.38770733e+03
-122.001607,37.595947,9.56963536e+02
-122.397882,37.599694,1.19427413e+03
-122.022415,37.600154,1.12741964e+03
-122.416665,37.600351,1.24716957e+03
-122.073504,37.602360,1.42375607e+03
-122.047828,37.602857,1.37619664e+03
-122.394789,37.605828,1.06545251e+03
-122.409308,37.607663,1.35242762e+03
-122.483089,37.613403,1.15991572e+03
-122.376861,37.614757,8.50261849e+02
-122.416091,37.615380,1.60695549e+03
-122.037345,37.616828,1.48974965e+03
-122.029865,37.617845,1.32664855e+03
-122.434556,37.618177,1.40521402e+03
-122.428551,37.619845,1.71642662e+03
-122.103768,37.621268,1.46725707e+03
-122.083168,37.621384,1.69794198e+03
-122.409447,37.623006,1.60242168e+03
-122.420660,37.623350,1.82710872e+03
-122.068104,37.625168,1.61236424e+03
-122.076544,37.626305,1.94627404e+03
-122.524839,37.626609,8.44685179e+02
-122.059399,37.627421,1.61170385e+03
-122.088435,37.628139,1.72315893e+03
-122.099140,37.628586,1.86310531e+03
-122.459506,37.630105,1.80145581e+03
-122.409234,37.631321,1.44822049e+03
-122.427376,37.631643,1.53188819e+03
-122.048879,37.632281,1.73975584e+03
-122.448328,37.632324,2.08627264e+03
-122.488310,37.634340,1.59772815e+03
-122.069820,37.634584,1.95210414e+03
-122.080097,37.635690,1.94153500e+03
-122.093488,37.635997,2.29238665e+03
-122.073291,37.638237,2.36771484e+03
-122.451471,37.640226,2.24465031e+03
-121.846050,37.641706,4.48192312e+02
-122.060147,37.641772,1.59227052e+03
-122.087027,37.642549,2.22533303e+03
-122.111980,37.642646,1.75414461e+03
-122.433313,37.643398,2.15078014e+03
-122.068669,37.643431,1.95074906e+03
-122.080105,37.643779,2.31649954e+03
-122.100411,37.645359,1.95548926e+03
-122.461546,37.646490,2.39387504e+03
-122.474916,37.650227,2.24354469e+03
-122.422994,37.650231,1.80442343e+03
-122.488380,37.650847,2.28730244e+03
-122.084816,37.651302,2.37073346e+03
-121.781995,37.653118,3.22767382e+02
-122.093603,37.653836,2.00318903e+03
-122.461273,37.654665,2.22521688e+03
-122.044197,37.655166,1.50288509e+03
-121.919737,37.655914,5.70242710e+02
-122.446126,37.655958,2.59730696e+03
-122.417763,37.655980,2.09422570e+03
-122.078889,37.656859,2.03151160e+03
-122.469878,37.657378,2.52843585e+03
-121.883001,37.657743,5.26732017e+02
-122.070903,37.659356,1.70789987e+03
-122.483150,37.659649,2.43566534e+03
-121.865232,37.660219,5.47007714e+02
-122.436916,37.660443,2.34287868e+03
-122.406934,37.661141,2.31853821e+03
-122.109848,37.661497,1.99777968e+03
-121.850007,37.661658,5.08175253e+02
-122.100425,37.662083,1.91670235e+03
-121.788358,37.662511,4.08340714e+02
-122.456009,37.662725,2.05422712e+03
-122.417114,37.664308,2.42893838e+03
-122.432560,37.664929,2.01186150e+03
-122.043477,37.666646,1.68083610e+03
-122.464718,37.666801,2.30518871e+03
-122.090944,37.667098,1.88358947e+03
-121.800524,37.667847,3.55319015e+02
-122.112151,37.668488,2.12008956e+03
-122.136954,37.668865,1.53502626e+03
-121.899673,37.669327,6.26089349e+02
-122.478329,37.670316,3.01731281e+03
-121.761705,37.670965,3.20950007e+02
-122.066180,37.671564,1.76405609e+03
-121.788228,37.671642,3.72343632e+02
-121.776066,37.671706,3.71572691e+02
-122.123032,37.672135,2.01046551e+03
-121.883395,37.672434,7.14532261e+02
-122.030251,37.672746,1.50203586e+03
-121.914570,37.673284,7.26832670e+02
-121.869790,37.673698,5.81912951e+02
-122.082822,37.673716,1.80513867e+03
-122.102084,37.674612,2.06162877e+03
-122.144092,37.674658,1.83771901e+03
-122.485085,37.675051,3.56848272e+03
-121.741825,37.675984,3.04157771e+02
-122.490963,37.676901,2.52783062e+03
-122.129811,37.679065,1.69305461e+03
-122.117376,37.680214,2.08314207e+03
-122.092731,37.680417,1.70615245e+03
-122.479183,37.680526,3.10024453e+03
-122.065219,37.680990,1.84422928e+03
-121.884142,37.681135,6.81493119e+02
-122.106711,37.681524,2.00936103e+03
-122.404116,37.681955,2.42686807e+03
-121.727563,37.682408,2.87373700e+02
-121.908145,37.682446,7.29981142e+02
-121.748577,37.683688,3.61707034e+02
-122.228149,37.683697,1.16249108e+03
-122.455883,37.683838,2.99101615e+03
-122.154919,37.684411,2.35127489e+03
-122.051839,37.685010,1.67462408e+03
-121.779174,37.685292,3.58219026e+02
-122.082131,37.685328,2.01459239e+03
-122.144993,37.685659,2.30507366e+03
-121.866409,37.686403,5.96071080e+02
-122.113763,37.687061,1.99402902e+03
-122.168735,37.687374,1.78562453e+03
-122.066213,37.688063,2.27074138e+03
-121.795745,37.688697,3.40024797e+02
-122.462771,37.689133,3.97711026e+03
-121.725131,37.689443,3.16019065e+02
-121.736502,37.691072,3.20426219e+02
-122.488948,37.691210,2.80478541e+03
-121.784165,37.691240,3.39170702e+02
-122.478790,37.691265,3.81859556e+03
-121.884479,37.692046,7.21951547e+02
-122.110802,37.692714,1.84039888e+03
-122.078141,37.693136,2.55533124e+03
-121.764885,37.693188,3.17061047e+02
-122.154876,37.696161,2.29569306e+03
-122.458296,37.696258,5.28028703e+03
-121.867036,37.696329,6.24851677e+02
-122.140737,37.697187,2.30692357e+03
-122.465477,37.697293,5.21453053e+03
-121.707517,37.698254,2.19273743e+02
-122.083533,37.698365,2.13309373e+03
-122.112872,37.698490,2.03169519e+03
-122.065672,37.699006,2.17794516e+03
-122.122708,37.699054,1.82831651e+03
-122.480619,37.699565,4.07391630e+03
-122.133506,37.701242,2.06977498e+03
-122.105916,37.701711,1.81578644e+03
-122.096691,37.703598,1.71107838e+03
-122.415205,37.703674,5.86849881e+03
-122.484261,37.703744,4.92664189e+03
-122.430439,37.705124,5.90908367e+03
-122.453023,37.705357,6.47862510e+03
-122.463027,37.705388,6.10395625e+03
-122.444936,37.705633,5.96303197e+03
-122.082551,37.706165,1.81648925e+03
-121.941764,37.706403,7.46381610e+02
-121.885743,37.706707,6.42050425e+02
-121.863099,37.707005,5.09341334e+02
-122.182202,37.707114,1.80454469e+03
-122.443836,37.709716,5.88652852e+03
-122.415261,37.709734,8.12828665e+03
-122.137937,37.709804,2.73616485e+03
-121.951550,37.710144,6.81905049e+02
-122.431512,37.710801,7.18471241e+03
-122.419968,37.710935,7.44116609e+03
-121.738345,37.711080,2.77632986e+02
-122.452865,37.711133,6.08982270e+03
-122.406806,37.711382,7.85579443e+03
-122.031666,37.712241,1.21622275e+03
-122.490103,37.713277,4.76757088e+03
-122.466753,37.713399,7.86893414e+03
-122.411321,37.713459,8.96238287e+03
-122.395607,37.713632,5.32038699e+03
-122.439784,37.713793,9.05540372e+03
-121.920255,37.714113,7.42899115e+02
-121.864027,37.714489,5.28991973e+02
-122.064495,37.714765,1.95286344e+03
-122.457337,37.714792,8.57083798e+03
-122.135031,37.715228,2.10182207e+03
-122.416498,37.715598,7.65558640e+03
-122.094210,37.715623,1.41205232e+03
-122.081571,37.715635,1.65289639e+03
-122.146249,37.715707,2.00876740e+03
-122.477126,37.715980,7.14001645e+03
-122.403655,37.716570,8.12042396e+03
-121.885933,37.716635,6.19725650e+02
-121.933437,37.717000,7.39543701e+02
-122.166407,37.717452,2.19413925e+03
